Date,Revenue,Expenses,Profit
2021-01-01,12338.652458899707,9004.857884181394,3333.794574718313
2021-01-02,10651.625009510079,7250.211235309647,3401.4137742004314
2021-01-03,9297.50271396542,5997.086664989238,3300.4160489761816
2021-01-04,9685.503250090778,9245.098401363162,440.4048487276159
2021-01-05,12887.761055179119,7146.263634057258,5741.4974211218605
2021-01-06,10561.311320356766,7433.856653751769,3127.4546666049973
2021-01-07,9673.656611344792,10853.955946327314,-1180.2993349825229
2021-01-08,11326.173944119437,7827.814151474122,3498.359792645315
2021-01-09,12808.85606077141,9034.55289113361,3774.3031696378002
2021-01-10,12240.216904890402,6045.01621700966,6195.2006878807415
2021-01-11,6692.0335238912885,6861.955253655341,-169.92172976405254
2021-01-12,10496.303904177683,8255.68759135547,2240.6163128222124
2021-01-13,7688.537504413474,8520.126261611114,-831.58875719764
2021-01-14,9704.018382231674,8209.021640544515,1494.9967416871586
2021-01-15,12697.525274761094,7392.521874140908,5305.003400620186
2021-01-16,7525.016253849568,4985.625922541944,2539.3903313076235
2021-01-17,9609.186356804092,7123.839309266429,2485.3470475376625
2021-01-18,8284.324181460353,8591.023570795274,-306.69938933492085
2021-01-19,9022.794114002054,7733.0539722793965,1289.7401417226574
2021-01-20,12197.162515274404,10266.845567413175,1930.316947861229
2021-01-21,9847.318053599629,8603.99563960576,1243.3224139938684
2021-01-22,10919.726413353124,8771.979450725854,2147.7469626272705
2021-01-23,8763.73321769985,8217.190780890105,546.5424368097447
2021-01-24,7921.8866387535345,5989.184899419306,1932.7017393342285
2021-01-25,11505.913387804154,7199.096073920898,4306.817313883256
2021-01-26,8253.37877963773,8156.7159169471215,96.66286269060765
2021-01-27,8777.228014371583,9447.358236448887,-670.1302220773032
2021-01-28,9800.891056791585,8907.75392294374,893.1371338478439
2021-01-29,10700.270026726183,6109.252005805935,4591.018020920247
2021-01-30,13198.15713105733,7951.284374565079,5246.872756492252
2021-01-31,7242.462104922011,7381.619671932968,-139.15756701095688
2021-02-01,10278.177938276323,7911.736177653517,2366.441760622806
2021-02-02,7451.987914868296,7544.213390394616,-92.22547552632022
2021-02-03,9118.009356178754,6101.446398404965,3016.562957773789
2021-02-04,8827.890625587042,7096.037655371512,1731.8529702155301
2021-02-05,14368.080940847645,9594.70662097072,4773.374319876924
2021-02-06,10325.36757713492,8325.321021819313,2000.0465553156082
2021-02-07,11491.774173672506,8383.508538349997,3108.2656353225084
2021-02-08,11582.613034885248,9793.8112770011,1788.8017578841482
2021-02-09,10214.496419521693,8419.267736925449,1795.2286825962437
2021-02-10,12319.282798703682,6737.60900799811,5581.673790705571
2021-02-11,8593.198156589224,9109.230409493628,-516.0322529044042
2021-02-12,13002.205289665582,7322.935317368322,5679.26997229726
2021-02-13,8619.657287263526,6684.4336351289385,1935.2236521345876
2021-02-14,11863.83542887788,5970.673373222311,5893.162055655568
2021-02-15,6739.057535126288,7922.443655171754,-1183.3861200454658
2021-02-16,11292.268880739319,6894.616061521175,4397.652819218144
2021-02-17,7839.23890261228,7008.445225417876,830.7936771944042
2021-02-18,7615.9127575813945,8383.153895180063,-767.2411375986685
2021-02-19,12033.341922023199,5351.865377426868,6681.476544596331
2021-02-20,13065.804303797879,8329.033008002467,4736.771295795412
2021-02-21,12322.790661494972,6333.646165409129,5989.144496085843
2021-02-22,10848.151890028725,7468.598444196749,3379.5534458319753
2021-02-23,8151.1558580320525,8749.427942151993,-598.2720841199407
2021-02-24,8124.048482586815,5579.400919543008,2544.647563043807
2021-02-25,10265.980170443361,7437.583486997026,2828.3966834463354
2021-02-26,11073.649972088133,7534.17397048613,3539.4760016020027
2021-02-27,6796.904894089232,7987.95907582108,-1191.054181731848
2021-02-28,9593.298349065486,8350.667932735672,1242.6304163298137
2021-03-01,8006.126494319302,6108.204785979728,1897.9217083395743
2021-03-02,11859.2719602742,7664.737444236815,4194.534516037385
2021-03-03,9351.363346853756,8826.802507934277,524.5608389194786
2021-03-04,11520.002389438192,9033.760541591797,2486.241847846395
2021-03-05,14097.979656344156,6696.971033938053,7401.008622406103
2021-03-06,7727.145055465563,8432.56810040191,-705.4230449363467
2021-03-07,10515.626787493879,9092.378797061107,1423.247990432772
2021-03-08,9867.961842489614,8664.164535121537,1203.7973073680769
2021-03-09,12169.020591266835,10642.021642944019,1526.9989483228164
2021-03-10,9216.276678505996,5360.755733482393,3855.5209450236025
2021-03-11,8366.086813567585,7852.424180125429,513.6626334421553
2021-03-12,10524.451006316898,9395.03284870745,1129.4181576094488
2021-03-13,10482.699654516276,7247.84235137201,3234.8573031442666
2021-03-14,9206.23362574803,7498.458679708307,1707.7749460397226
2021-03-15,9846.765200545055,9087.309910027427,759.4552905176279
2021-03-16,11158.732452164857,7857.927574549052,3300.804877615805
2021-03-17,7884.439812703675,7201.467235701177,682.9725770024979
2021-03-18,6951.49167765054,9044.438542803153,-2092.946865152613
2021-03-19,9357.219410226793,8377.062559142048,980.1568510847446
2021-03-20,11497.253846155703,10957.553246766067,539.7005993896364
2021-03-21,12071.038644960441,9046.88841767987,3024.150227280572
2021-03-22,6825.592745230771,7545.146032614713,-719.553287383942
2021-03-23,7992.460880388542,7724.171277293613,268.2896030949296
2021-03-24,11667.675837235185,4848.53652962705,6819.139307608135
2021-03-25,8254.658609946428,10055.063887476848,-1800.4052775304208
2021-03-26,9456.682577335034,6542.784070193075,2913.8985071419584
2021-03-27,11506.131505504149,6290.522380389236,5215.609125114913
2021-03-28,8289.937163313694,7343.489316811973,946.447846501721
2021-03-29,11169.122914223772,8002.01476097406,3167.108153249712
2021-03-30,15505.393162393673,8785.017090251828,6720.376072141846
2021-03-31,10263.92340840007,7565.257248608399,2698.66615979167
2021-04-01,12895.707698690916,8261.919344350654,4633.788354340262
2021-04-02,11915.776778616726,9351.004033747478,2564.7727448692476
2021-04-03,11426.45033993155,8776.960181824334,2649.490158107217
2021-04-04,11024.627281484483,10735.141950941093,289.48533054338986
2021-04-05,12500.118558717239,4556.771997271223,7943.346561446016
2021-04-06,9547.987193577026,3888.0759463709983,5659.911247206028
2021-04-07,6828.227417641825,11971.630073565588,-5143.402655923763
2021-04-08,11186.749070549926,7969.850025167438,3216.899045382488
2021-04-09,11767.77589921058,6054.738065673127,5713.037833537453
2021-04-10,11619.532126995853,8949.086901855668,2670.4452251401854
2021-04-11,10193.382113737982,7490.395641276593,2702.986472461389
2021-04-12,9867.106734802153,7711.115584235064,2155.99115056709
2021-04-13,12402.271259060273,9484.715186790476,2917.5560722697974
2021-04-14,10215.432805567432,9621.721977712823,593.7108278546093
2021-04-15,8245.44958724658,8736.453128410803,-491.00354116422386
2021-04-16,8875.181864315093,7704.463172044898,1170.7186922701949
2021-04-17,11710.3148326247,8021.226815487923,3689.088017136776
2021-04-18,10587.304210653427,7362.168101967598,3225.1361086858287
2021-04-19,8370.66598567058,6589.79576636168,1780.8702193088993
2021-04-20,14245.333416686652,5966.0722617705605,8279.26115491609
2021-04-21,10854.80327220045,9236.498903945387,1618.3043682550633
2021-04-22,10489.641221608425,6816.926814089296,3672.714407519128
2021-04-23,5856.479046928824,8609.602722773378,-2753.123675844554
2021-04-24,9678.571919284956,6171.391029063132,3507.1808902218236
2021-04-25,8221.733652606254,6622.353044162081,1599.380608444173
2021-04-26,9393.932178998055,10461.252402186616,-1067.3202231885607
2021-04-27,13917.532909909656,6407.683639454848,7509.849270454808
2021-04-28,13309.831044676863,8040.918053586031,5268.912991090831
2021-04-29,6942.623341895531,9388.093277186366,-2445.4699352908356
2021-04-30,8191.424711105725,7946.539848366528,244.88486273919716
2021-05-01,10982.186493395207,8583.206097487187,2398.98039590802
2021-05-02,13333.060967932186,7494.235224844361,5838.825743087825
2021-05-03,11338.465604252768,6032.61035481724,5305.855249435528
2021-05-04,8181.646035145898,8279.434733393653,-97.78869824775484
2021-05-05,11916.353930871494,9790.677589106608,2125.6763417648854
2021-05-06,9315.952250339746,8878.15771021137,437.79454012837596
2021-05-07,10261.463697890309,5869.589686158906,4391.874011731403
2021-05-08,12336.442688482259,6650.6869517337755,5685.755736748483
2021-05-09,7609.129177816503,7842.957221724713,-233.82804390821002
2021-05-10,10197.387088595257,9843.409345212816,353.97774338244017
2021-05-11,9552.289628480254,4935.369889480482,4616.919738999772
2021-05-12,9093.517511121092,9156.280894969324,-62.76338384823248
2021-05-13,4391.007861808351,8769.415857475955,-4378.407995667604
2021-05-14,8202.134169378618,10082.091676172266,-1879.9575067936476
2021-05-15,11108.9444954533,7123.473816783097,3985.470678670202
2021-05-16,9192.595151693029,8761.067724615856,431.52742707717334
2021-05-17,10897.821398741682,7547.784918909217,3350.0364798324654
2021-05-18,6750.0256832638115,9854.541217935985,-3104.515534672173
2021-05-19,7102.040693154679,9330.261554611427,-2228.220861456748
2021-05-20,10992.781249131784,7969.24611838503,3023.5351307467536
2021-05-21,10333.378952499752,6386.431983692995,3946.9469688067566
2021-05-22,9521.637598128273,11423.492786374803,-1901.8551882465308
2021-05-23,9420.618739883166,11579.68748830792,-2159.0687484247537
2021-05-24,10422.669123658041,8904.754661788464,1517.9144618695773
2021-05-25,9611.71966165859,6759.153482584008,2852.5661790745817
2021-05-26,11241.545194625913,7502.780738028898,3738.764456597015
2021-05-27,6809.980248966546,6940.7667833544965,-130.78653438795027
2021-05-28,9872.305147099265,7272.048343805533,2600.2568032937324
2021-05-29,10512.642510819029,7868.766197724347,2643.876313094682
2021-05-30,9750.037061646886,6020.239707705546,3729.7973539413406
2021-05-31,11952.985209465844,8096.052946668588,3856.932262797255
2021-06-01,10266.95052896593,8584.634919301781,1682.3156096641487
2021-06-02,9677.237058576584,9941.937494819394,-264.7004362428106
2021-06-03,7754.685168946546,6648.604351306393,1106.0808176401524
2021-06-04,7236.865051507813,7780.446175248059,-543.5811237402459
2021-06-05,10588.312736782953,6421.66440570785,4166.648331075103
2021-06-06,10066.686691157545,6394.2145476184305,3672.4721435391148
2021-06-07,13666.198217782949,8911.657481192064,4754.540736590885
2021-06-08,14256.444859737578,8535.809498548555,5720.635361189023
2021-06-09,11716.043721915768,7404.462861139613,4311.5808607761555
2021-06-10,11590.559049038673,8084.229918448536,3506.3291305901366
2021-06-11,3985.3259816223544,9721.102015188571,-5735.776033566217
2021-06-12,9822.85613965874,9323.617175725441,499.2389639332978
2021-06-13,7267.2087572172295,8518.734595273992,-1251.525838056763
2021-06-14,11537.291039704032,7040.841558121279,4496.449481582753
2021-06-15,8365.008405996312,7197.073072727768,1167.9353332685441
2021-06-16,10853.425321041113,8690.995528790363,2162.4297922507503
2021-06-17,8369.7104050281,6144.721898685111,2224.9885063429883
2021-06-18,10122.86038058934,8807.199138943666,1315.6612416456737
2021-06-19,8340.162552488458,7289.952776678567,1050.2097758098917
2021-06-20,7966.880058491119,7718.314058612219,248.56599987889967
2021-06-21,4668.970384527919,5369.178113436175,-700.2077289082563
2021-06-22,11483.250138716685,10130.429953395924,1352.820185320761
2021-06-23,11518.45477850753,5410.347605593404,6108.107172914126
2021-06-24,7893.456954498141,9193.515577320199,-1300.0586228220573
2021-06-25,12537.35236700755,7357.328538977527,5180.023828030023
2021-06-26,10212.562904726978,8774.199695051466,1438.3632096755118
2021-06-27,10383.999220817002,7259.129574719345,3124.869646097657
2021-06-28,5879.900460760142,9995.546693015838,-4115.646232255696
2021-06-29,10677.988242008832,7083.033021188318,3594.955220820514
2021-06-30,14888.885179272704,6515.488344444961,8373.396834827743
2021-07-01,10799.180154457596,11096.947320900435,-297.7671664428399
2021-07-02,9312.810335012273,6344.558528796576,2968.251806215697
2021-07-03,9747.303915708855,5075.835183933883,4671.468731774972
2021-07-04,9854.678634351349,8385.38271321108,1469.2959211402685
2021-07-05,11094.189968682975,7798.737712257068,3295.452256425907
2021-07-06,11563.242542119855,7930.915642669921,3632.326899449934
2021-07-07,9654.426631600347,8329.733457463282,1324.6931741370645
2021-07-08,8649.118298120145,9734.668556142598,-1085.550258022453
2021-07-09,9347.35855950405,8313.894246366044,1033.4643131380053
2021-07-10,8582.079983085187,8583.36801732262,-1.2880342374337488
2021-07-11,11638.723121324674,10406.688023268505,1232.0350980561689
2021-07-12,10950.665634928955,8698.428517226428,2252.237117702527
2021-07-13,11052.683480081143,7042.600717818681,4010.082762262462
2021-07-14,9012.50905257496,6233.920195962054,2778.588856612906
2021-07-15,8928.728711785177,8232.73640139838,695.9923103867968
2021-07-16,10162.8855321988,8438.935229602435,1723.950302596364
2021-07-17,11866.72787776236,10545.619809022603,1321.108068739757
2021-07-18,7582.294224286765,9889.8338758922,-2307.539651605435
2021-07-19,11968.658703508201,8763.703353229666,3204.9553502785348
2021-07-20,12946.13823612086,6935.499260977111,6010.638975143749
2021-07-21,8017.75472203899,8573.276075410307,-555.5213533713177
2021-07-22,9884.83948734989,6649.411871402053,3235.427615947836
